,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21
0,400,412.5,442.5,490,510,560,620,665,673.75,681.25,708.75,753.75,761.25,764.375,767.5,778.75,865,885,900,940,1020
